fancyname,company,purchases,ads,sharesinfo,shareslocation,unrestrictedinternet,usersinteract,game,age_rating,Parentalguidance,Downloads,categorygame,low_price_item,top_price_item,price,paidapp,rating,numberreviews,cleaned_numberReviews
zombie attack,jocmania,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,arcade,,,free,0.0,4.2,"2,725",2725
Sand!,single cell software,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,,,free,0.0,4.2,"61,294",61294
BLOOD & GLORY,glu,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,10000000.0,action,0.99,109.99,no info available,0.0,3.8,"797,684",797684
BLOOD & GLORY: LEGEND,glu,1.0,1.0,0.0,0.0,0.0,0.0,1,18+,0.0,5000000.0,action,1.99,109.99,no info available,0.0,3.8,"448,738",448738
Bloody Finger RUN,sleepless clinic,0.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,arcade,,,free,0.0,3.8,"2,004",2004
Thumb Fighter <U+0001F44D>,avix,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,action,0.99,5.49,free,0.0,4.2,"102,286",102286
Micro Battles,donut games,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,1.99,1.99,free,0.0,3.8,"29,406",29406
Gods of Rome,gameloft se,1.0,1.0,0.0,0.0,0.0,1.0,1,16+,0.0,10000000.0,action,0.50,99.99,free,0.0,4.2,"512,843",512843
Board Games Lite,minkusoft,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,board,,,free,0.0,4.1,"9,183",9183
Call of Infinite Air Warfare,bravetale,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,simulation,2.19,109.99,free,0.0,4.7,"146,213",146213
Woord Reis,wordfun games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,word,1.09,49.99,free,0.0,4.5,"1,597",1597
Beauty Salon - Back-to-School,salon?,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,1000000.0,role playing,,,free,0.0,4.0,"31,138",31138
Basketball Shoot,minicard,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,,,free,0.0,4.3,"558,568",558568
Evil Nun : Scary Horror Game Adventure,keplerians horror games,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,arcade,1.19,59.99,free,0.0,4.3,"287,124",287124
Matches Puzzle Game,bojan klabjan,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,,,free,0.0,4.6,"559,04",55904
Block Story (Block Puzzle),duripuzzle,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,,,free,0.0,4.6,"3,029",3029
Taptiles,arkadium games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,casual,,,free,0.0,4.6,"7,751",7751
Weaphones? Gun Sim Free Vol 1,oranginalplan,0.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,10000000.0,simulation,,,free,0.0,4.4,"624,398",624398
Construction Crew 3D,tiltgames,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.59,2.49,free,0.0,4.7,"34,022",34022
City Bus Simulator Craft Inc.,fun blocky games,1.0,1.0,1.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,simulation,0.99,20.99,free,0.0,4.3,"1,998",1998
Train Simulator by i Games,igames entertainment,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,5.99,129.99,free,0.0,4.0,"49,907",49907
Prepare for Impact,hcilabudine,0.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,simulation,,,free,0.0,4.1,"53,251",53251
Driving Zone: Russia,avecreation,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,racing,,,free,0.0,4.3,"172,542",172542
Prison Simulator,appscraft,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,simulation,1.09,5.49,free,0.0,4.0,"31,271",31271
JCheater: San Andreas Edition,net tech development ltd,0.0,1.0,0.0,0.0,0.0,0.0,1,18+,0.0,100000.0,action,,,1.99,1.0,4.1,"12,233",12233
Animal coloring mandala pages,colortime & puzzletime,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,casual,2.39,29.99,free,0.0,4.4,"18,973",18973
Snail Bob 2 <U+0001F40C>,hunter hamster studio,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,casual,0.99,10.99,free,0.0,4.5,"152,519",152519
Snow Driving Rescue Plow Excavator Crane Operator,mobilminds apps,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,simulation,,,free,0.0,3.8,"1,453",1453
Cracked Screen Prank,droid-developer,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,simulation,,,free,0.0,4.3,"41,053",41053
Simple Drums - Deluxe,tpvapps,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,music,1.79,1.79,free,0.0,4.4,"61,849",61849
Simple Drums Free,tpvapps,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,music,0.89,0.89,free,0.0,4.2,"22,327",22327
Medieval Life,alphaquest game studio,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,1000000.0,role playing,0.99,33.99,free,0.0,4.0,"20,234",20234
PLAYMOBIL Horse Farm,geobra brandst?tter stiftung & co.kg,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,role playing,,,free,0.0,4.2,"23,527",23527
Horse and rider dressing fun,book n app - papplishing house gmbh,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,simulation,,,free,0.0,2.6,"2,342",2342
KICK: Football Card Trader,"the topps company, inc.",1.0,1.0,1.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,sports,0.69,113.79,free,0.0,4.0,"50,73",5073
Dream Girlfriend,"ambition co.,ltd.",1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,simulation,1.19,94.99,free,0.0,3.9,"57,709",57709
Shogi Free - Japanese Chess,cross field inc.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,board,2.29,46.99,free,0.0,4.3,"24,918",24918
Truth Or Dare for Adults & Couples,apprize,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,500000.0,casual,2.79,4.49,free,0.0,4.1,"11,699",11699
4 Bilder 1 Wort,lotum gmbh,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,word,0.99,39.99,free,0.0,4.4,"431,85",43185
Learn German,goethe-institut e.v.,1.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,500000.0,educational,1.19,4.19,free,0.0,4.2,"5,061",5061
Weed Firm: RePlanted,koolbros,1.0,1.0,0.0,0.0,0.0,0.0,1,18+,0.0,5000000.0,role playing,0.74,22.39,free,0.0,4.7,"134,264",134264
Titan Throne,"camel games, inc",1.0,0.0,0.0,0.0,0.0,1.0,1,7+,0.0,1000000.0,strategy,1.09,349.99,free,0.0,4.2,"31,212",31212
Word Search Classic,harmonic solutions,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,,,free,0.0,4.4,"1,124",1124
Word Search - A free game with infinite puzzles,asgardsoft,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,word,0.59,0.59,free,0.0,4.4,"97,815",97815
4 in a Row,benjamin lochmann new media gmbh,1.0,1.0,1.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,board,0.79,0.79,free,0.0,3.8,"19,497",19497
Dunkers - Basketball Madness,brad erkkila,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,sports,,,free,0.0,3.9,"8,508",8508
World Bowling Championship,mobirix,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,sports,2.99,99.99,free,0.0,4.2,"58,51",5851
Sudoku,chess & checkers lukasz oktaba,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,board,,,free,0.0,4.5,"4,873",4873
Draw Physics Line,tinygame,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,0.99,2.89,free,0.0,4.0,"1,468",1468
Logic Dots,ingames,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,0.89,26.84,free,0.0,4.3,"9,504",9504
Pirates! Showdown Full Free,"flashpoint games, llc",0.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,action,,,free,0.0,4.4,"49,906",49906
Oceanhorn ?,fdg entertainment gmbh & co.kg,1.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,role playing,5.99,5.99,free,0.0,4.0,"74,025",74025
My Gym: Fitness Studio Manager,tatem games inc.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,1.09,104.99,free,0.0,4.2,"51,109",51109
True Color,aur?lien  hubert,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.99,1.00,free,0.0,4.2,"100,992",100992
Gods and Glory: War for the Throne,wargaming group,1.0,0.0,0.0,0.0,0.0,1.0,1,7+,0.0,1000000.0,strategy,0.50,329.99,free,0.0,4.1,"74,121",74121
Word Sauce: Free Word Connect Puzzle,clever apps pte. ltd.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,word,0.99,99.99,free,0.0,4.5,"14,746",14746
Jackpot Magic Slots?: Vegas Casino & Slot Machines,big fish games,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,5000000.0,casino,1.09,114.99,no info available,0.0,4.6,"121,955",121955
SuperTuxKart,supertuxkart development team,0.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000.0,racing,,,free,0.0,4.3,"2,004",2004
Tap Tap Beat - the most addictive music game,mwm - best free music and audio apps for android,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,music,1.29,9.49,free,0.0,4.0,"2,516",2516
Blobie.io,clown games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,action,0.89,6.99,free,0.0,4.1,"16,957",16957
Coloring Book For Adults - Mandala Coloring,unicorn color by number,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,2.09,32.99,free,0.0,4.6,"124,242",124242
Quick Logic Puzzles,egghead games llc,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,word,0.99,2.19,free,0.0,4.1,"2,302",2302
Mad Dex Arenas,game guild,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,arcade,,,free,0.0,4.1,"12,007",12007
Shopping Cart Hero 3,monkeywantbanana,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,1.09,22.99,free,0.0,4.0,"41,834",41834
Flick Quarterback 20,full fat,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,sports,0.99,19.99,free,0.0,4.4,"37,498",37498
Idle Skilling - Pocket RPG Tycoon,velvet void studios,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,simulation,2.09,21.99,free,0.0,4.1,"1,689",1689
Chopping Hero,l-kairos soft,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,casual,0.69,26.99,free,0.0,4.1,"1,015",1015
Tap Hero!,applicattura michal walaszczyk,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,500000.0,action,1.39,4.69,free,0.0,4.5,"14,087",14087
Real Survival Battle Royale Squad Mobile,mini battle royale,0.0,1.0,0.0,0.0,0.0,0.0,1,18+,0.0,500000.0,action,,,free,0.0,2.9,"3,117",3117
The Escapists: Prison Escape,team 17 digital limited,0.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,strategy,,,5.49,1.0,4.1,"10,444",10444
Extreme Simulator GT Racing 3D,axesinmotion classics,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,racing,1.99,1.99,free,0.0,4.3,"16,345",16345
Pizza Evolution - Flip Clicker,evolution games gmbh,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,casual,0.89,23.99,free,0.0,4.5,"8,592",8592
Ang Panday,cosyn media tech,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,action,0.59,2.49,free,0.0,4.3,"1,678",1678
Postknight,kurechii,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,role playing,1.09,21.99,free,0.0,4.8,"255,583",255583
Diamond Dash Match 3: Award-Winning Matching Game,wooga,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000000.0,arcade,1.99,99.99,free,0.0,4.5,"1,095,003",1095003
Yaba Sanshiro Free - Sega Saturn Emulator,devmiyax,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,arcade,2.79,27.99,free,0.0,3.9,"1,716",1716
Baldur's Gate: Enhanced Edition,beamdog,1.0,0.0,0.0,0.0,0.0,1.0,1,16+,0.0,100000.0,role playing,1.69,2.49,10.99,1.0,4.0,"21,856",21856
50 Loops,motionlab interactive,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,casual,2.59,13.99,free,0.0,4.4,"29,316",29316
Intensive Care ( Hospital Interactive Story ),tictales,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,role playing,3.99,49.99,free,0.0,4.2,"7,389",7389
Simulator Virtual Boyfriend,smile apps and games,0.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,500000.0,simulation,,,free,0.0,2.7,"6,985",6985
Is it Love? - Adam - Story with Choices,1492 studio,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,simulation,1.99,49.99,free,0.0,4.3,"48,889",48889
Connect Tiles Puzzle,joongly games,1.0,1.0,1.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,4.99,4.99,free,0.0,4.3,"13,408",13408
Hidden Objects Fantasy Games Puzzle Adventure,midva.games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,2.39,23.99,free,0.0,4.1,"11,542",11542
Hidden Objects,thefunappsg,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,,,free,0.0,3.2,"1,704",1704
Brain Games,brain trainer,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.59,0.59,free,0.0,4.3,"9,027",9027
Hidden Objects Mansion,hidden objects detective,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,,,free,0.0,4.2,"8,919",8919
Math x Math(Math game),hoimigame,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,trivia,1.98,99.49,free,0.0,4.4,"6,723",6723
Connect King,mobirix,0.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,puzzle,,,free,0.0,4.4,"16,665",16665
Blob Connect - Match Game,apptornado games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,1.34,26.99,free,0.0,4.4,"36,634",36634
Shriddle: block shape riddle,pb softworks,0.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,puzzle,,,free,0.0,4.5,"1,012",1012
Find The Cat,everyday-apps,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,,,free,0.0,4.4,"9,842",9842
Find the Number - 1 to 100,gnik box,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,casual,,,free,0.0,4.5,"3,445",3445
Real 3D Hologram Projector,fun apps and pranks,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,simulation,,,free,0.0,3.5,"2,122",2122
IQ Test <U+0001F4AF>,klikapp,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,,,free,0.0,4.0,"5,598",5598
Furistas Cat Cafe - Cuddle Cute Kittens,runaway,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,1.09,109.99,free,0.0,4.5,"35,146",35146
Star Wars?: KOTOR,"aspyr media, inc.",0.0,0.0,0.0,0.0,0.0,0.0,1,16+,0.0,500000.0,role playing,,,10.99,1.0,4.4,"42,784",42784
Pool 2019,andromedagames,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,sports,0.89,89.99,free,0.0,4.3,"28,386",28386
F-Sim Space Shuttle,ledinsky software gmbh,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,simulation,,,4.49,1.0,4.5,"5,562",5562
Jewel Blast : Temple,cheetah games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.99,94.99,free,0.0,4.5,"59,991",59991
Door Kickers,killhouse games,0.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,strategy,,,3.99,1.0,4.6,"10,058",10058
F18 Carrier Landing,rortos,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,simulation,0.99,5.99,10.99,1.0,4.5,"8,199",8199
Questland: Hero Quests,gamesture sp. z o.o.,1.0,1.0,0.0,0.0,0.0,1.0,1,7+,0.0,1000000.0,role playing,1.09,109.99,free,0.0,4.8,"122,095",122095
Murder in the Alps,nordcurrent,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,5000000.0,adventure,1.09,27.99,free,0.0,4.4,"492,01",49201
Superbrothers Sword & Sworcery,noodlecake studios inc,0.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,adventure,,,3.19,1.0,3.9,"11,209",11209
Archer's bow.io,indiemgame,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,arcade,0.89,46.99,free,0.0,4.4,"15,043",15043
Bowling by Jason Belmonte,game garden?,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,sports,0.99,104.99,free,0.0,4.6,"8,704",8704
Fart Sound Board: Funny Fart Sounds Prank App,kaufcom games apps widgets,0.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,casual,,,free,0.0,3.9,"120,683",120683
Max Payne Mobile,rockstar games,0.0,0.0,0.0,0.0,0.0,0.0,1,18+,0.0,100000.0,arcade,,,3.49,1.0,4.0,"33,041",33041
Fart sound pranks,amdroid,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000000.0,casual,,,free,0.0,4.2,"287,737",287737
Through the Ages,cge digital,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000.0,board,,,9.99,1.0,4.8,"8,102",8102
Escape Alcatraz,app holdings,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,5000000.0,puzzle,1.13,5.49,free,0.0,4.5,"257,207",257207
Sprinkle Islands,mediocre,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,,,2.09,1.0,4.5,"11,101",11101
MadOut2 BigCityOnline,madout games,1.0,1.0,0.0,0.0,0.0,1.0,1,18+,0.0,5000000.0,racing,0.99,69.99,free,0.0,4.0,"165,103",165103
Kittens VR,bake450 inc.,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,simulation,,,free,0.0,2.8,"1,591",1591
Idle Town,wip games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,simulation,1.08,44.01,free,0.0,4.2,"13,017",13017
Stop The Bus,crystal squid,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000.0,card,2.39,2.39,free,0.0,4.4,"1,277",1277
Zombies Inc : Idle Clicker Tycoon Game,mindstorm studios,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,simulation,0.99,20.99,free,0.0,4.5,"5,341",5341
Minesweeper Classic,maple media,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000.0,puzzle,,,free,0.0,4.3,"4,294",4294
Soda Factory Tycoon - Idle Clicker Game,mindstorm studios,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000.0,simulation,0.99,20.99,free,0.0,4.8,"4,871",4871
Idle Heroes of Hell - Clicker & Simulator,red machine,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,simulation,0.59,64.99,free,0.0,4.2,"30,139",30139
Timberman,digital melody,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,arcade,0.98,2.19,free,0.0,4.2,"266,572",266572
Farm and Click - Idle Farming Clicker,red machine,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,simulation,2.59,99.99,free,0.0,4.3,"8,671",8671
Animal Hot Springs - Relaxing with cute animals,superthumb,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,0.89,4.69,free,0.0,4.5,"17,349",17349
Chichens,hyperbeard,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,casual,0.99,19.99,free,0.0,4.1,"14,266",14266
MONOPOLY Slots,scientific games interactive,1.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,casino,1.99,264.99,free,0.0,4.7,"110,106",110106
Bitcoin Billionaire,noodlecake studios inc,1.0,1.0,1.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,1.09,109.99,free,0.0,4.7,"209,091",209091
Picross galaxy 2 - Knowledge,day-off games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,4.19,4.19,free,0.0,4.6,"2,686",2686
Ludo Classic,sudhakar kanakaraj,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,board,,,free,0.0,4.4,"135,851",135851
Bud Farm: Quest for Buds,ldrly games,1.0,0.0,0.0,0.0,0.0,0.0,1,16+,0.0,100000.0,simulation,2.19,21.99,free,0.0,4.3,"2,384",2384
GamePoint Bingo,gamepoint,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,500000.0,casino,2.00,219.99,free,0.0,4.1,"14,507",14507
Idle Prisoner  Inc - Mine & Crafting Building,machbird studio,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,simulation,0.99,89.99,free,0.0,4.4,"26,092",26092
Card Monsters: 3 Minute Duels,mu77 studio,1.0,1.0,1.0,0.0,0.0,1.0,1,everyone,0.0,500000.0,card,1.09,114.99,free,0.0,4.4,"45,958",45958
Hatchimals CollEGGtibles,spin master studios,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,adventure,,,free,0.0,3.9,"17,142",17142
Words With Friends ? Play Free,zynga,1.0,1.0,1.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,word,1.09,164.99,free,0.0,4.2,"727,857",727857
Jewels Star 2,itreegamer,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,casual,,,free,0.0,4.3,"103,078",103078
Laser Box - Puzzle,donteco,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.50,16.99,free,0.0,4.7,"52,203",52203
Helicopter Rescue Simulator,game pickle,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,10000000.0,simulation,4.99,15.99,free,0.0,3.9,"54,587",54587
Airplane Fly the Swiss Alps,tri one games,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,simulation,1.06,11.87,free,0.0,4.1,"2,664",2664
Fire Truck Rescue Free,yateland,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,2.99,2.99,free,0.0,3.9,"1,009",1009
Jet Car Stunts,true axis,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000.0,racing,,,1.89,1.0,4.4,"4,882",4882
Dinosaur Digger 3 Free,yateland,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,adventure,2.99,2.99,free,0.0,3.8,"1,491",1491
Ace Academy: Black Flight,illumination games,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,500000.0,action,0.85,8.48,free,0.0,4.2,"4,827",4827
Motocross Beach Game: Bike Stunt Racing,novatech inc.,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,,,free,0.0,4.2,"2,181",2181
Celtic Heroes - 3D MMORPG,one thumb mobile ltd,1.0,0.0,0.0,0.0,0.0,1.0,1,12+,0.0,1000000.0,role playing,0.83,84.66,free,0.0,4.0,"71,448",71448
Cats and Sharks: 3D game,hitorixon,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,casual,,,free,0.0,4.5,"8,342",8342
Bingo - Free Bingo Games,absolute games : free bingo games,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,5000000.0,card,1.09,73.86,free,0.0,4.6,"140,793",140793
Skate & Strike,balkan firtina,1.0,1.0,1.0,0.0,0.0,0.0,1,12+,0.0,100000.0,simulation,1.29,8.99,free,0.0,4.3,"3,588",3588
Duck Life,mofunzone.com,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,sports,0.73,0.73,free,0.0,4.0,"70,284",70284
Fields of Battle,super x studios llc,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,action,1.49,104.99,free,0.0,4.1,"72,383",72383
Galaxy Battleship,bekko.com,1.0,0.0,0.0,0.0,0.0,1.0,1,12+,0.0,1000000.0,strategy,1.09,109.99,free,0.0,4.0,"25,179",25179
Sokoban Original & Extra: Free,orange void,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,,,free,0.0,4.5,"2,469",2469
FINAL FANTASY XV POCKET EDITION,"square enix co.,ltd.",1.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,role playing,1.09,21.99,free,0.0,4.1,"16,046",16046
Arcaea - New Dimension Rhythm Game,lowiro,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,music,0.99,4.99,free,0.0,4.6,"39,933",39933
Car Wash - Monster Truck,games from yovogames !,1.0,1.0,0.0,1.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,5.99,5.99,free,0.0,3.7,"2,905",2905
Kids Educational Game Free,pescapps,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,educational,,,free,0.0,4.4,"36,741",36741
Morning exercises for kids,shvagerfm,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,educational,,,free,0.0,4.4,"2,664",2664
Little Panda's Candy Shop,babybus kids games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,educational,1.09,1.09,free,0.0,4.4,"60,063",60063
Totem Smash,ketchapp,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,arcade,,,free,0.0,4.0,"16,656",16656
Friendzoned 2,purpletear,0.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,500000.0,simulation,,,free,0.0,4.9,"59,196",59196
Jackpot Party Casino: Slot Machines & Casino Games,scientific games interactive,1.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,casino,0.72,264.99,free,0.0,4.6,"749,517",749517
