fancyname,company,purchases,ads,sharesinfo,shareslocation,unrestrictedinternet,usersinteract,game,age_rating,Parentalguidance,Downloads,categorygame,low_price_item,top_price_item,price,paidapp,rating,numberreviews,cleaned_numberReviews
Don't Tap The White Tile 8,tong xuanrui,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,casual,,,free,0.0,3.6,"3,774",3774
Dogs Jigsaw Puzzles Game - For Kids & Adults <U+0001F436>,app family kids - games for boys and girls,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,educational,0.93,1.99,free,0.0,4.6,"34,526",34526
Gold Miner Deluxe,"senspark co., ltd",1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,,,free,0.0,4.1,"19,379",19379
Countdown Numbers & Letters 2,cadev games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000.0,word,1.19,21.99,free,0.0,4.4,"1,083",1083
Parker & Lane: Criminal Justice,gamehouse,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,casual,1.99,89.99,free,0.0,4.2,"13,319",13319
House Flip,fun-gi,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,0.99,104.99,free,0.0,4.2,"86,644",86644
Dr. Cares - Amy's Pet Clinic <U+0001F408> <U+0001F415>,gamehouse,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,casual,1.99,89.99,free,0.0,4.5,"7,868",7868
Rhythmic Gymnastics Dream Team: Girls Dance,coco play by tabtale,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,role playing,1.79,8.99,free,0.0,4.2,"33,752",33752
Number Chain - Logic Puzzle,ecapyc inc.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,1.00,10.00,free,0.0,4.2,"1,601",1601
Fashion Fever 2 - Top Models and Looks Styling,tapps games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,2.29,54.99,free,0.0,4.3,"21,096",21096
Baby Twins - Newborn Care,tabtale,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,casual,0.80,3.20,free,0.0,3.8,"84,856",84856
Neighbor Romance - Dating Simulator,pretty teen games,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,simulation,0.99,3.09,free,0.0,3.3,"3,905",3905
The Human Age,noodlecake studios inc,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,1.09,6.49,free,0.0,4.3,"2,206",2206
<U+0001F40E> Horse Care - Mane Braiding,girl games - vasco games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,0.99,4.99,free,0.0,4.2,"19,811",19811
Street Food Kitchen Chef - Cooking Game,girl games - vasco games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,casual,0.99,9.99,free,0.0,4.0,"35,67",3567
Bright Bugz,superlamegames,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,casual,1.10,2.12,free,0.0,4.0,"1,384",1384
Dead Town - Zombie survival,lemon puppy games,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,action,0.99,9.49,free,0.0,4.2,"36,048",36048
One touch Drawing,ecapyc inc.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,1.00,5.00,free,0.0,4.4,"231,325",231325
Battle Knife,lifebelt games pte. ltd.,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,500000.0,action,1.99,49.99,free,0.0,3.5,"12,064",12064
Spiral: Optical Illusions,alphonselessardss3,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,role playing,,,free,0.0,4.4,"74,976",74976
IQ Test - How smart are you?,plonk games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,1.09,1.09,free,0.0,4.4,"49,924",49924
100 Floors - Can you escape?,tobi apps,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,casual,0.75,0.80,free,0.0,4.3,"207,97",20797
Mystery of Fortune 2,dotomchi games inc.,1.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,500000.0,role playing,0.89,99.99,0.89,1.0,4.3,"19,041",19041
Infinity Loop Premium,estoty entertainment llc,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,,,1.79,1.0,4.7,"5,622",5622
Linia,black robot games,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,,,free,0.0,4.4,"1,746",1746
Match 22: Path To Perfection,zero logic games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,1.09,7.49,free,0.0,4.8,"10,552",10552
Colorzzle,darong studio,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,,,0.89,1.0,4.6,"3,333",3333
Hide N Seek : Mini Game,finger legend inc.,1.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,action,0.99,109.99,free,0.0,4.0,"11,04",1104
Square Paint,infinitygames.io,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,1.19,1.19,free,0.0,4.3,"4,755",4755
Buff Knight Advanced - Retro RPG Runner,"buff studio co.,ltd.",1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,role playing,0.99,49.99,1.79,1.0,3.5,"14,004",14004
klocki,rainbow train,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,,,0.50,1.0,4.4,"2,893",2893
Resources - GPS MMO Game,un3x,1.0,0.0,0.0,0.0,0.0,1.0,1,12+,0.0,500000.0,simulation,1.09,36.99,free,0.0,4.0,"25,172",25172
Choices That Matter - text based game,tin man games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,adventure,1.06,5.99,free,0.0,4.6,"8,319",8319
Cat Condo,zepni ltd.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,1.99,4.99,free,0.0,4.6,"58,825",58825
1942 Arcade Shooter,onesoft,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,arcade,0.59,99.99,free,0.0,4.6,"42,137",42137
Detective Story: Jack's Case - Hidden objects,azur interactive games limited,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,adventure,1.19,179.99,free,0.0,4.4,"61,644",61644
Bubble Heroes Galaxy,bubble shooter games by ilyon,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,adventure,1.09,109.99,free,0.0,4.6,"6,011",6011
Mystery Match ? Puzzle Adventure Match 3,outplay entertainment ltd,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,1.09,109.99,free,0.0,4.5,"108,512",108512
Bricks Ball Crusher,poseidongames,1.0,1.0,0.0,1.0,0.0,1.0,1,everyone,0.0,5000000.0,arcade,0.89,104.99,free,0.0,4.6,"164,041",164041
Find Objects Hidden Object,rottz games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,board,5.49,5.49,free,0.0,4.4,"24,63",2463
Idle Shopping Mall Tycoon: Time Management & Money,lab cave games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,2.29,119.99,free,0.0,3.7,"25,019",25019
Bingo Showdown: Free Bingo Game ? Live Bingo,spicerack media,1.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,casino,0.99,99.99,free,0.0,4.7,"574,866",574866
Frantics,playstation mobile inc.,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,casual,,,free,0.0,3.3,"2,981",2981
2048 classic puzzle +5 games,anomsoft solutions pvt ltd,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,0.59,0.59,free,0.0,4.5,"2,488",2488
Maze World 3D,empire games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,adventure,,,free,0.0,4.0,"19,154",19154
FreeCell Solitaire,zynga,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,card,,,free,0.0,4.1,"41,258",41258
Dentist Surgery ER Emergency Doctor Hospital Games,roadster inc - 3d games action & simulation,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,4.19,4.19,free,0.0,3.0,"7,091",7091
Gin Rummy Free,ai factory limited,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,card,,,free,0.0,4.5,"99,285",99285
Euchre Free,ai factory limited,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,card,,,free,0.0,4.4,"23,643",23643
Candy Charming - 2019 Match 3 Puzzle Free Games,707 interactive,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,5000000.0,casual,0.99,104.99,free,0.0,4.8,"54,635",54635
Candy Fever,mobileguru,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,casual,,,free,0.0,4.2,"173,376",173376
Rainbow Hair Salon - Dress Up,bear hug media inc,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,1000000.0,casual,1.09,2.29,free,0.0,4.1,"9,104",9104
Pzls jigsaw puzzles for adults,goodsofttech,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,4.19,4.19,free,0.0,4.3,"11,05",1105
Fashion Hair Salon,batoki - best apps for toddlers and kids,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,casual,,,free,0.0,3.5,"32,525",32525
2019 Champions Soccer League: Football Tournament,lab cave games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,sports,,,free,0.0,3.7,"26,492",26492
Sea Battle,byril,1.0,1.0,0.0,0.0,0.0,1.0,1,7+,0.0,10000000.0,action,2.19,2.19,free,0.0,4.5,"631,699",631699
Words to Emojis ? Best Emoji Guessing Quiz Game,z infinity games private limited,1.0,1.0,1.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,trivia,0.79,18.99,free,0.0,4.5,"7,729",7729
Don't Push The Wrong Button,rene wahl,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,1.19,1.19,free,0.0,3.3,"2,986",2986
Valiant Hearts The Great War,ubisoft entertainment,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,role playing,0.59,9.99,free,0.0,4.0,"106,766",106766
Johnny Bonasera 1,rafael garc?a,0.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,adventure,,,2.39,1.0,4.3,"1,786",1786
Fish & Trip,bloop games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,arcade,0.99,19.99,free,0.0,4.5,"37,939",37939
Wire,ketchapp,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,arcade,1.99,1.99,free,0.0,4.5,"16,803",16803
Real Madrid Fantasy Manager'19- Real football live,real madrid c.f.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,sports,0.89,89.99,free,0.0,4.3,"70,825",70825
Trumpy Wall,harambe games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,,,free,0.0,4.2,"12,961",12961
Six.io Land Snake,apis games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,1.19,17.99,free,0.0,4.1,"8,505",8505
No Limit Racer,fast free games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,,,free,0.0,4.3,"13,752",13752
TNT Master,eafg. explosive action free games.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,0.80,7.99,free,0.0,3.8,"5,318",5318
Stickman Soccer 2014,djinnworks gmbh,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,1.79,1.79,free,0.0,4.5,"695,794",695794
Extreme Stunts GT Racing Car,madcap games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,racing,3.39,3.39,free,0.0,3.8,"28,791",28791
City Driving - Traffic Control Puzzle,tedra apps,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,1.09,2.69,free,0.0,4.4,"2,642",2642
Police Car Drift 3D,i6 games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,,,free,0.0,4.2,"28,005",28005
Traffic Lanes 1,shadowtree,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,strategy,,,free,0.0,3.9,"6,022",6022
Ascension,asmodee digital,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,card,0.73,4.99,free,0.0,3.8,"14,463",14463
Talisman,asmodee digital,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,board,0.79,38.99,3.49,1.0,4.0,"8,355",8355
The House,egproject,0.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,action,,,0.59,1.0,3.7,"3,601",3601
Pool Break Pro 3D Billiards Snooker Carrom,kinetic bytes,0.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000.0,sports,,,2.09,1.0,4.4,"11,634",11634
Dungeon999,moontm,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,role playing,2.09,104.99,0.59,1.0,4.5,"35,354",35354
Onitama - The Strategy Board Game,asmodee digital,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000.0,board,1.99,2.99,free,0.0,4.6,"3,723",3723
Patchwork The Game,asmodee digital,1.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000.0,puzzle,0.99,0.99,3.49,1.0,4.5,"1,971",1971
SOMEDAY,thirteendays,0.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,adventure,,,0.59,1.0,4.0,"4,244",4244
Capital Cities Quiz Game,melo apps,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,trivia,,,free,0.0,3.9,"1,279",1279
Solitaire,lancelotgame,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,card,,,free,0.0,4.5,"4,732",4732
MyFreeZoo Mobile,upjers gmbh,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,5000000.0,simulation,0.99,99.99,free,0.0,4.0,"99,675",99675
Virtual Table Tennis 3D,clapfoot inc.,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,,,free,0.0,4.1,"325,272",325272
My Town : Police Station,my town games ltd,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,educational,,,free,0.0,4.0,"87,613",87613
Number Coloring ? 3D No.Draw,creative apps,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,casual,3.69,99.99,free,0.0,4.2,"47,712",47712
Nyan Cat: Lost In Space,istom games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,arcade,1.09,59.99,free,0.0,4.6,"400,321",400321
LlAMA with a beer!,enrick lambert,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000.0,arcade,0.68,0.68,free,0.0,4.0,"4,237",4237
DISSIDIA FINAL FANTASY OPERA OMNIA,"square enix co.,ltd.",1.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,role playing,1.09,79.99,no info available,0.0,4.4,"41,172",41172
Flow Free: Warps,big duck games llc,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.99,3.99,free,0.0,4.6,"11,397",11397
Prince of Persia : Escape,ketchapp,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,5000000.0,arcade,3.49,3.49,free,0.0,4.3,"69,226",69226
Stickman Tank,wooden sword games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,arcade,,,free,0.0,4.1,"1,181",1181
Play Room,juicy software and games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,casual,,,free,0.0,3.9,"1,995",1995
Clumsy Cat,dingo games,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,action,2.89,2.89,free,0.0,3.9,"5,473",5473
Mega Ramp: Free Impossible Stunts,redcorner games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,4.69,224.99,free,0.0,3.3,"6,692",6692
Skate Lines,agens as,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,action,,,free,0.0,4.7,"18,431",18431
Air horn simulator,dmitsoft,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,simulation,,,free,0.0,4.0,"7,825",7825
Tasty Blue,dingo games,1.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,5000000.0,action,3.19,3.19,free,0.0,3.5,"47,964",47964
Bubble Word - Word Games Puzzle,genera games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,word,0.99,109.99,free,0.0,4.5,"33,705",33705
Mikado free,lite games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,board,,,free,0.0,3.6,"11,401",11401
The Paranormal Society: Hidden Object Adventure,g5 entertainment,1.0,0.0,0.0,0.0,0.0,1.0,1,7+,0.0,500000.0,adventure,1.09,109.99,free,0.0,4.4,"47,379",47379
Sudoku - Free Brain Puzzle Game & Offline,dotfinger games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.99,4.59,free,0.0,4.5,"10,206",10206
League of Stickman - Best action game(Dreamsky),dreamsky,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,action,1.06,110.11,0.59,1.0,4.1,"84,663",84663
The House HD,egproject,0.0,0.0,0.0,0.0,0.0,0.0,1,16+,0.0,100000.0,action,,,0.59,1.0,3.7,"1,912",1912
Seekers Notes?,mytona,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,5000000.0,adventure,0.99,119.99,free,0.0,4.5,"463,045",463045
"QUIZ REWARDS: Trivia Game, Free Gift Cards Voucher",egames.com,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,trivia,1.09,10.99,free,0.0,3.0,"10,36",1036
Woodblox Puzzle - Wood Block Wooden Puzzle Game,minicades mobile,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,0.79,0.79,free,0.0,4.7,"4,243",4243
Stellar Age: MMO Strategy,crazy panda limited,1.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,strategy,0.59,349.99,free,0.0,4.4,"47,963",47963
Worm.io,kakashistudio,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,action,,,free,0.0,4.3,"14,862",14862
Gran Turismo? Sport Companion,playstation mobile inc.,0.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000.0,racing,,,free,0.0,1.5,"2,968",2968
Streets of Rage 2 Classic,sega,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,action,2.29,2.29,free,0.0,4.3,"12,316",12316
Redungeon,nitrome,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,action,1.79,3.79,free,0.0,4.5,"66,095",66095
Super Dashy Knight,atvis ab,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,arcade,0.99,3.09,free,0.0,4.0,"5,281",5281
Tower Fortress,nitrome,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,action,1.29,5.49,free,0.0,4.3,"18,819",18819
The Revenge of Shinobi Classic,sega,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,500000.0,action,2.29,2.29,free,0.0,4.0,"5,228",5228
"Chess - play, train & watch",chess24,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,board,0.89,99.00,free,0.0,4.0,"5,756",5756
Bloons Adventure Time TD,ninja kiwi,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,strategy,0.99,104.99,free,0.0,4.2,"36,046",36046
Food Evolution - Clicker Game,"diced pixel, llc",1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,,,free,0.0,4.6,"79,86",7986
I Became a Dog,we like games,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,role playing,3.09,3.09,free,0.0,4.4,"28,038",28038
Racing Limits,sbk games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,racing,0.69,26.99,free,0.0,4.3,"162,562",162562
Driving Zone 2,avecreation,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,racing,,,free,0.0,3.8,"30,532",30532
Chess,cnvcs.com,0.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,board,,,free,0.0,4.3,"16,294",16294
Mine Survival,wildsoda,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,5000000.0,adventure,1.09,109.99,free,0.0,4.1,"83,369",83369
Go Kart Go! Ultra!,xform games,0.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,10000000.0,racing,,,free,0.0,3.7,"83,909",83909
WDAMAGE: Car Crash Engine,welg,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,racing,0.99,0.99,free,0.0,3.8,"56,279",56279
OpenTTD,pelya,0.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,simulation,,,free,0.0,4.2,"46,129",46129
Subway Train Simulator 2D,eco city games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,simulation,4.99,9.99,free,0.0,4.3,"1,191",1191
Beholder,creative mobile games,1.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,50000.0,adventure,2.49,2.49,4.49,1.0,4.6,"5,323",5323
Goat Simulator,coffee stain publishing,0.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,simulation,,,no info available,0.0,4.4,"102,168",102168
Block City Wars: Pixel Shooter with Battle Royale,d-games apps,1.0,1.0,0.0,0.0,0.0,1.0,1,7+,0.0,10000000.0,simulation,1.09,109.99,free,0.0,4.3,"905,025",905025
Redline: Drift,okami interactive,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,racing,1.29,25.99,free,0.0,3.9,"9,089",9089
Drift Tuner 2019 - Underground Drifting Game,coller,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,,,free,0.0,3.7,"15,222",15222
European War 6: 1804,easytech,1.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,500000.0,strategy,0.89,45.99,free,0.0,3.9,"15,235",15235
F1 Mobile Racing,codemasters software company ltd,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,racing,2.29,99.99,free,0.0,4.0,"104,932",104932
Legend of Solgard,king,1.0,0.0,1.0,0.0,0.0,1.0,1,7+,0.0,1000000.0,role playing,1.09,109.99,no info available,0.0,4.3,"94,873",94873
Faster Thinking: Brain training & Mind games,thanhcs94,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,2.29,2.29,free,0.0,4.4,"2,579",2579
Monkeynauts: Merge Monkeys!,hyperbeard,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,casual,0.99,99.99,free,0.0,4.5,"2,225",2225
Teenage Style Guide: Fall 16,bluebell lush interactive limited,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,1000000.0,casual,,,free,0.0,4.2,"8,709",8709
Teenage Style Guide SS 2017,bluebell lush interactive limited,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,1000000.0,casual,,,free,0.0,4.4,"22,19",2219
12 MiniBattles - Two Players,shared dreams studios,0.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,5000000.0,arcade,,,free,0.0,4.3,"42,631",42631
sn,general adaptive apps pty ltd,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,strategy,0.83,0.83,free,0.0,3.7,"11,237",11237
"Knives Out - No rules, just fight!",netease games,1.0,0.0,0.0,0.0,0.0,1.0,1,16+,0.0,10000000.0,adventure,0.99,104.99,free,0.0,3.6,"449,386",449386
ff,general adaptive apps pty ltd,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,strategy,0.66,3.33,free,0.0,4.0,"75,083",75083
Sketch War io,"sketch games, inc.",1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,action,0.89,54.99,free,0.0,2.7,"25,127",25127
FRONTLINE COMMANDO 2,glu,1.0,1.0,0.0,0.0,0.0,1.0,1,16+,0.0,10000000.0,action,2.29,109.99,free,0.0,4.5,"985,338",985338
DEER HUNTER CLASSIC,glu,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,50000000.0,action,1.09,109.99,free,0.0,4.4,"3,968,629",3968629
Word Connect : Word Search Games,word connect games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,word,0.99,104.99,free,0.0,4.6,"9,317",9317
iPassion: Hot Games for Couples & Relationships <U+0001F525>,ipassion aps,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,500000.0,casual,2.99,9.99,free,0.0,4.3,"12,675",12675
Karl!,111%,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,arcade,0.99,3.49,no info available,0.0,4.5,"3,356",3356
Word Collapse,raketspel,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000.0,word,0.89,28.00,free,0.0,4.8,"1,507",1507
Typeshift,noodlecake studios inc,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,word,1.09,6.49,free,0.0,4.2,"1,904",1904
AppBrain Awesome Games,apptornado,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,,,free,0.0,3.0,"17,83",1783
Idle Skies,crimson pine games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,simulation,2.29,8.49,free,0.0,4.0,"1,093",1093
PicWords?,blueriver interactive,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,puzzle,0.99,19.99,free,0.0,4.7,"138,071",138071
Word Fair,black maple games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,word,0.99,19.99,free,0.0,4.5,"4,374",4374
CX-10WiFi,stevechan,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,casual,,,free,0.0,2.9,"1,597",1597
Cascade: Jewel Matching Adventure,big fish games,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,puzzle,0.99,77.49,free,0.0,4.7,"220,188",220188
Lost Jewels - Match 3 Puzzle,peak,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,0.99,99.63,free,0.0,4.7,"246,369",246369
Gladiators: Immortal Glory,reludo srl,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,sports,2.99,49.99,free,0.0,4.3,"3,932",3932
