purchases,ads,sharesinfo,shareslocation,usersinteract,age_rating,Parentalguidance,paidapp,Category2,Editors Choice,CompanyIsExperienced,Install per Avg,Rating3
1,1,0,0,1,everyone,0,0,Word,0,0, 0.04 ,3.7
1,0,0,0,0,12+,0,0,Casino,0,1, 1.35 ,4.2
1,1,0,0,0,everyone,0,0,Card,0,1, 0.79 ,4.5
1,1,0,0,0,7+,0,0,Simulation,0,1, 0.94 ,4.3
0,0,0,0,1,12+,0,0,Strategy,0,0, 0.02 ,4
1,1,0,0,0,everyone,0,0,Action,0,0, 0.58 ,4.2
0,1,0,0,0,everyone,0,0,Adventure,0,0, 0.43 ,4.6
1,1,0,0,0,16+,0,0,Board,0,1, 0.07 ,4
1,0,0,0,1,everyone,0,0,Simulation,0,1, 0.01 ,3.2
1,1,0,0,0,18+,0,0,Simulation,0,1, 0.29 ,4.5
0,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.21 ,4.3
1,1,0,0,0,everyone,0,0,Racing,0,1, 11.30 ,4.2
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 1.13 ,4.4
0,0,0,0,0,everyone,0,1,Action,0,0, 0.06 ,4.5
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 2.28 ,4.4
1,1,0,0,0,12+,0,0,Puzzle,0,1, 0.58 ,4.4
1,1,0,0,0,everyone,0,0,Simulation,0,1, 3.90 ,4
1,1,0,0,0,12+,0,0,Adventure,0,1, 1.07 ,4.3
0,1,0,0,0,everyone,0,0,Card,0,1, 0.73 ,4.5
1,1,0,0,1,everyone,0,0,Casual,0,1, 0.20 ,3.8
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.18 ,4.5
1,1,0,0,0,everyone,0,0,Trivia,0,0, 0.03 ,4.1
1,1,0,0,1,everyone,0,0,Casual,0,1, 0.12 ,3.8
1,1,0,0,0,everyone,0,0,Word,0,0, 0.20 ,4.4
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.97 ,4.2
1,1,0,0,1,everyone,0,0,Casual,0,0, 0.39 ,3.9
1,1,0,0,0,7+,0,0,Arcade,0,0, 0.11 ,4.2
1,0,0,0,0,everyone,0,0,Card,0,0, 0.02 ,4.4
1,0,0,0,0,18+,0,1,Simulation,0,1, 0.03 ,3.7
1,0,0,0,0,12+,0,0,Card,0,1, 0.26 ,4
1,1,0,0,0,everyone,0,1,Puzzle,0,1, 0.12 ,4.7
0,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.53 ,4.3
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.17 ,4.1
1,1,0,0,1,12+,0,0,Card,0,1, 0.22 ,4.5
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.39 ,4.7
0,1,0,0,0,everyone,0,0,Puzzle,0,1, 6.61 ,4.5
1,1,0,0,1,12+,0,0,Arcade,0,1, 3.45 ,4.3
1,1,0,0,1,everyone,0,0,Casual,1,1, 7.21 ,4.3
0,1,0,0,0,everyone,0,0,Arcade,0,1, 7.76 ,4.3
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.20 ,4.7
0,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.21 ,4.5
0,1,0,0,0,everyone,0,0,Card,0,1, 1.05 ,4.5
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.76 ,4.3
1,1,0,0,0,everyone,0,0,Educational,0,1, 1.58 ,4.2
1,1,0,0,0,everyone,0,0,Trivia,0,0, 0.08 ,4.5
1,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.02 ,4.7
0,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.07 ,3.5
0,1,0,0,0,12+,0,0,Word,0,1, 0.02 ,4.7
1,1,0,0,0,everyone,0,0,Trivia,0,1, 1.13 ,3.9
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.33 ,4.7
1,1,0,0,0,everyone,0,0,Puzzle,0,0, 3.42 ,4.6
1,1,0,0,0,everyone,0,0,Sports,0,1, 1.58 ,4.3
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.59 ,4.1
1,1,0,0,0,everyone,0,0,Role Playing,0,1, 3.80 ,4.1
1,1,0,0,0,12+,0,0,Sports,0,1, 0.24 ,4
0,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.32 ,4.4
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 1.61 ,4.2
1,0,0,0,1,everyone,0,0,Board,0,0, 0.01 ,2.6
1,1,0,0,0,12+,0,0,Board,0,0, 0.04 ,4
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.01 ,4.6
1,0,0,0,1,everyone,0,0,Strategy,0,0, 0.08 ,4.1
1,1,0,0,1,everyone,0,0,Word,0,1, 0.54 ,3.8
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.51 ,4.3
1,1,0,0,0,7+,0,0,Strategy,0,1, 0.12 ,4.6
1,1,1,0,1,everyone,0,0,Sports,0,0, 0.01 ,4.5
0,1,0,0,0,everyone,0,0,Word,0,1, 0.26 ,4.2
1,1,0,0,0,everyone,0,0,Educational,0,0, 0.35 ,3.9
0,1,0,0,0,everyone,0,0,Card,0,1, 0.14 ,4.4
0,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.32 ,4.4
1,1,0,0,0,everyone,0,0,Educational,0,1, 0.04 ,4
1,1,0,0,0,everyone,0,0,Educational,0,1, 0.19 ,4
1,1,0,0,1,everyone,0,0,Casual,0,0, 0.35 ,4.2
1,1,0,0,0,everyone,0,0,Racing,0,1, 12.94 ,4
1,1,0,0,0,everyone,0,0,Sports,0,1, 1.62 ,4.1
1,0,0,0,0,everyone,0,0,Puzzle,0,1, 0.18 ,4.6
1,1,0,0,0,7+,0,0,Strategy,0,1, 0.39 ,4.7
0,0,0,0,0,everyone,0,0,Puzzle,0,0, 0.05 ,4.2
1,1,0,0,0,everyone,0,0,Word,0,1, 0.34 ,4.1
1,1,0,0,0,everyone,0,0,Casual,0,0, 2.63 ,4.4
1,0,0,0,0,everyone,0,0,Simulation,1,1, 2.21 ,4.4
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 1.83 ,4.5
1,1,0,0,0,everyone,0,0,Arcade,0,1, 7.24 ,4.4
1,1,0,0,0,everyone,0,0,Arcade,0,1, 2.29 ,4.4
1,1,0,0,0,7+,0,0,Arcade,0,1, 3.27 ,4.2
0,1,0,0,0,everyone,0,0,Arcade,0,0, 0.55 ,4.2
1,1,0,0,0,everyone,0,0,Sports,0,0, 1.24 ,4.4
1,1,0,0,0,everyone,0,0,Arcade,0,0, 0.22 ,4.3
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.84 ,4.3
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.72 ,3.8
1,1,1,0,0,everyone,0,0,Action,0,1, 0.64 ,3.9
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.12 ,4
1,1,0,0,1,16+,0,0,Role Playing,0,1, 1.37 ,3.9
1,0,0,0,1,12+,0,0,Action,0,1, 0.06 ,3.3
1,1,0,0,0,7+,0,0,Action,1,1, 1.93 ,4.4
1,1,0,0,0,16+,0,1,Action,0,1, 0.08 ,3.7
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.95 ,3.6
1,1,0,0,0,12+,0,0,Action,0,1, 2.88 ,4.4
1,1,0,0,1,16+,0,0,Action,1,1, 1.85 ,4.5
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.72 ,4
1,1,0,0,1,7+,0,0,Action,1,1, 1.18 ,4.3
1,0,0,0,1,7+,0,0,Strategy,0,0, 3.62 ,3.6
1,1,0,0,0,7+,0,0,Strategy,0,1, 3.40 ,4.5
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.19 ,4.3
1,1,0,0,0,7+,0,1,Strategy,0,1, 0.04 ,4.8
1,0,0,0,1,7+,0,0,Strategy,0,1, 1.63 ,4.4
1,1,0,0,1,7+,0,0,Action,1,1, 0.97 ,4.3
1,1,0,0,1,7+,0,0,Strategy,1,1, 0.89 ,4.2
1,1,0,0,0,7+,0,0,Simulation,0,1, 0.65 ,4.2
1,1,0,0,1,everyone,0,0,Strategy,0,1, 2.20 ,4.4
1,1,0,0,0,7+,0,1,Strategy,0,1, 0.06 ,4.7
1,1,0,0,0,7+,0,0,Action,0,1, 1.10 ,4.3
1,1,0,0,0,7+,0,0,Adventure,0,1, 0.62 ,4
1,1,0,0,1,12+,0,0,Strategy,0,0, 0.04 ,3.6
1,1,0,0,0,everyone,0,0,Racing,0,1, 0.54 ,4.3
1,1,0,0,1,18+,0,0,Action,0,1, 2.95 ,4.5
1,0,0,0,1,everyone,0,0,Casual,0,0, 0.05 ,4.1
1,1,0,0,1,everyone,0,0,Arcade,0,1, 6.40 ,4.5
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.71 ,4.4
0,0,0,0,0,12+,0,1,Racing,0,1, 0.04 ,4.5
1,1,0,0,0,18+,0,0,Simulation,0,1, 0.56 ,4.6
1,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.06 ,4
0,0,0,0,0,everyone,0,0,Action,0,0, 0.06 ,4.5
1,1,0,0,0,12+,0,0,Action,0,1, 0.81 ,4.3
1,1,0,0,0,everyone,0,0,Arcade,0,0, 0.37 ,4.2
1,1,0,0,1,everyone,0,1,Role Playing,0,0, 0.07 ,4.2
1,0,1,0,1,12+,0,0,Role Playing,1,0, 0.65 ,4.5
0,0,0,1,0,12+,0,0,Action,0,0, 0.33 ,3
1,1,0,0,0,12+,0,0,Adventure,0,1, 0.21 ,4.1
0,1,0,0,0,everyone,0,0,Action,0,0, 0.07 ,2.8
0,1,0,0,0,everyone,0,0,Strategy,0,0, 0.29 ,4.3
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.49 ,4.4
1,1,0,0,0,7+,0,0,Action,0,1, 0.98 ,3.9
1,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.12 ,4.4
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.68 ,4.6
1,1,0,0,0,everyone,0,0,Racing,1,1, 2.34 ,4.2
0,1,0,0,0,7+,0,0,Action,0,1, 0.55 ,3.8
0,1,0,0,0,everyone,0,0,Arcade,0,1, 3.01 ,3.9
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.22 ,4.2
1,1,0,0,0,7+,0,0,Action,0,1, 0.04 ,4.3
1,1,0,0,0,7+,0,0,Racing,0,1, 0.51 ,4.4
1,1,0,0,0,12+,0,0,Action,0,1, 1.62 ,4
1,1,0,0,0,16+,0,0,Action,0,1, 1.29 ,3.9
1,1,0,1,1,everyone,0,0,Simulation,0,1, 0.45 ,4.5
1,1,0,0,0,7+,0,0,Action,0,1, 0.76 ,4.2
0,1,0,0,0,12+,0,0,Arcade,0,0, 0.11 ,4.1
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.40 ,4.3
1,1,0,0,0,everyone,0,0,Sports,1,0, 6.80 ,4
1,1,0,0,0,12+,0,0,Action,0,0, 1.81 ,4.2
0,1,0,0,0,everyone,0,0,Simulation,0,1, 4.91 ,4
1,1,0,0,0,7+,0,0,Action,0,1, 0.43 ,4.4
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.08 ,4.1
1,1,0,0,0,7+,0,0,Arcade,0,1, 4.49 ,4.3
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.68 ,4.2
1,1,0,0,0,12+,0,0,Action,0,0, 0.02 ,3.3
0,0,0,0,0,7+,0,1,Puzzle,0,0, 0.02 ,4.7
1,0,0,0,0,16+,0,0,Action,0,1, 0.90 ,4.4
1,1,0,0,0,12+,0,0,Strategy,0,1, 8.00 ,4.5
1,1,0,0,0,everyone,0,0,Adventure,1,0, 0.06 ,4.4
0,0,0,0,0,7+,0,1,Puzzle,0,1, 0.19 ,4.8
0,0,0,0,0,everyone,0,0,Puzzle,0,1, 0.42 ,4.1
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.94 ,4.3
1,1,0,0,0,7+,0,0,Arcade,1,1, 0.51 ,4.4
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.60 ,4.6
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.03 ,3.8
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.27 ,4.5
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.19 ,4
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 1.05 ,3.9
0,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.06 ,4.6
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.44 ,3.7
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.75 ,4.4
1,1,0,0,0,everyone,0,0,Simulation,0,1, 2.21 ,4
1,1,0,0,0,12+,0,0,Card,0,1, 0.24 ,4.2
1,1,0,0,0,everyone,0,0,Board,0,1, 0.51 ,4.4
0,1,0,0,0,everyone,0,0,Music,0,0, 0.41 ,4.1
1,1,0,0,0,everyone,0,0,Music,0,1, 6.11 ,4.1
1,1,0,0,0,everyone,0,0,Racing,0,0, 1.84 ,4.2
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.55 ,4.3
1,1,0,0,0,everyone,0,0,Action,0,0, 4.63 ,4.6
0,1,0,0,0,everyone,0,0,Sports,0,1, 0.21 ,3.7
1,1,0,0,0,everyone,0,0,Arcade,0,1, 6.79 ,3.9
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.04 ,4.5
0,0,0,0,1,everyone,0,0,Board,0,0, 0.35 ,4.5
0,1,0,0,0,everyone,0,0,Simulation,0,1, 0.34 ,2.8
1,1,0,0,0,12+,0,0,Action,0,1, 2.50 ,4
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.47 ,4.4
1,0,0,0,0,12+,0,0,Action,0,1, 1.21 ,3.9
1,1,0,0,0,16+,0,0,Role Playing,0,1, 0.27 ,3.6
1,1,0,0,0,12+,0,0,Board,0,0, 0.80 ,4.6
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.47 ,4.4
1,1,0,0,0,12+,0,0,Role Playing,0,1, 1.59 ,4.2
1,0,0,0,1,everyone,0,0,Board,0,0, 7.24 ,4.3
1,1,0,0,0,everyone,0,0,Education,0,0, 0.13 ,4.3
1,1,0,0,0,everyone,0,0,Card,0,1, 0.62 ,4.6
1,1,0,0,1,12+,0,0,Strategy,0,0, 0.68 ,4.3
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.31 ,4.2
1,0,0,0,1,12+,0,0,Strategy,0,0, 2.34 ,4.2
1,1,0,0,0,12+,0,0,Card,0,0, 0.10 ,4.4
1,1,0,0,1,everyone,0,0,Sports,0,1, 0.24 ,3.9
1,0,0,0,1,12+,0,0,Strategy,1,1, 0.55 ,4.3
1,1,0,0,1,12+,0,0,Role Playing,0,0, 0.56 ,4.6
1,0,0,0,0,everyone,0,0,Adventure,0,0, 0.45 ,4.4
1,1,1,0,1,everyone,0,0,Casual,0,1, 2.96 ,4.5
1,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.37 ,4.4
1,1,0,0,0,everyone,0,0,Word,0,0, 0.79 ,4.2
1,1,0,0,0,12+,0,0,Simulation,0,1, 0.79 ,4
1,1,0,0,0,everyone,0,0,Action,1,1, 7.16 ,4.4
1,1,0,0,0,everyone,0,0,Strategy,0,1, 0.21 ,4.1
1,1,0,0,1,12+,0,0,Action,0,1, 1.98 ,4.1
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 2.08 ,4.6
1,1,1,0,1,12+,0,0,Casual,0,0, 0.45 ,4
1,1,0,0,0,everyone,0,0,Educational,0,0, 0.05 ,4.3
1,1,0,0,0,everyone,0,0,Sports,0,0, 1.23 ,4.2
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.49 ,4.3
0,1,0,0,0,7+,0,0,Racing,0,0, 1.37 ,3.9
0,1,0,0,0,everyone,0,0,Casual,0,0, 0.21 ,4
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.20 ,3.9
1,1,0,0,0,16+,0,0,Action,0,1, 1.28 ,3.4
1,1,0,0,1,everyone,0,0,Board,0,0, 0.08 ,4.2
1,0,0,0,1,12+,0,0,Strategy,0,1, 5.37 ,4.3
1,1,0,0,0,7+,0,0,Adventure,0,1, 4.45 ,4
1,0,0,0,1,7+,0,0,Strategy,0,1, 2.12 ,4.2
1,1,0,0,0,everyone,0,0,Simulation,0,1, 1.01 ,4.1
0,1,0,0,0,everyone,0,0,Racing,0,1, 0.60 ,4
1,1,0,0,0,everyone,0,0,Racing,1,1, 0.94 ,4.4
1,1,0,0,0,everyone,0,0,Music,0,1, 1.75 ,3.7
1,1,0,0,0,everyone,0,0,Strategy,0,1, 0.14 ,4.4
1,1,0,0,0,7+,0,0,Strategy,0,1, 17.46 ,4.3
1,1,0,0,0,7+,0,0,Action,0,0, 2.50 ,4.4
1,1,0,0,0,12+,0,0,Sports,0,1, 4.01 ,4.1
1,1,0,0,0,everyone,0,0,Sports,0,1, 1.15 ,4.3
1,1,0,0,0,everyone,0,0,Sports,0,1, 4.26 ,3.9
1,1,0,0,0,12+,0,0,Arcade,0,0, 0.31 ,4.3
1,1,0,0,0,everyone,0,0,Sports,0,0, 0.76 ,3.6
1,0,0,0,0,12+,0,0,Strategy,0,1, 0.44 ,4.2
0,1,0,0,0,everyone,0,0,Sports,0,0, 0.29 ,3.6
1,1,0,0,0,everyone,0,0,Trivia,0,1, 0.31 ,3.7
1,1,0,0,0,everyone,0,0,Arcade,0,0, 0.23 ,4.6
1,0,0,0,0,everyone,0,0,Puzzle,0,0, 0.64 ,4.4
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.25 ,4.6
1,1,0,0,0,12+,0,0,Board,0,0, 0.04 ,4
0,1,0,0,0,everyone,0,0,Card,0,0, 1.53 ,4.6
1,1,0,0,0,12+,0,0,Action,0,1, 2.01 ,3.9
1,0,0,0,0,16+,0,0,Simulation,1,1, 2.14 ,4.3
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.60 ,4
1,1,0,0,0,everyone,0,0,Word,1,1, 1.08 ,4.4
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.58 ,4.2
1,1,0,0,0,everyone,0,0,Arcade,0,1, 1.51 ,3.7
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.36 ,4.1
0,1,0,0,0,everyone,0,0,Sports,0,1, 0.44 ,3.8
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.38 ,4.3
1,1,0,0,0,12+,0,0,Role Playing,0,1, 0.07 ,4.7
1,0,0,0,0,7+,0,0,Strategy,0,1, 0.21 ,4.1
1,0,0,0,1,everyone,0,1,Board,0,1, 0.03 ,3
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.24 ,3.9
1,1,0,0,0,everyone,0,0,Simulation,0,0, 0.22 ,4.3
1,0,0,0,1,7+,0,0,Role Playing,0,1, 0.35 ,3.6
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.36 ,4.2
1,1,0,0,0,everyone,0,0,Simulation,0,0, 0.01 ,4.6
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.05 ,4.5
1,0,0,0,1,7+,0,0,Strategy,0,1, 0.15 ,4.3
1,0,0,0,0,everyone,0,0,Card,0,0, 0.02 ,3.4
1,1,0,0,1,everyone,0,0,Puzzle,0,1, 0.08 ,4
1,1,0,0,0,12+,0,0,Simulation,0,0, 0.16 ,4.2
1,1,0,0,1,everyone,0,0,Simulation,0,1, 0.27 ,4.1
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.04 ,4.4
1,1,0,0,0,12+,0,0,Adventure,0,1, 6.39 ,4.1
1,1,0,0,0,everyone,0,0,Adventure,0,0, 1.12 ,4.2
1,0,0,0,1,12+,0,0,Strategy,0,0, 0.83 ,4.1
1,1,0,0,0,12+,0,0,Strategy,0,1, 0.91 ,4.3
0,1,0,0,0,everyone,0,0,Simulation,0,1, 5.19 ,3.4
1,1,0,0,0,everyone,0,0,Card,0,0, 0.02 ,4.6
1,1,0,0,0,7+,0,0,Simulation,0,1, 1.02 ,3.7
1,1,0,0,0,everyone,0,0,Casual,0,0, 0.55 ,4.5
1,1,0,0,0,16+,0,0,Adventure,0,1, 0.61 ,3.8
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.72 ,4.5
1,1,0,0,1,everyone,0,0,Simulation,0,1, 0.86 ,4.1
1,1,0,0,0,12+,0,0,Card,0,1, 0.12 ,4.2
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.08 ,3.8
1,0,0,0,1,12+,0,0,Card,0,0, 0.04 ,4.4
0,0,0,0,0,everyone,0,0,Casual,0,1, 0.02 ,3.8
1,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.54 ,4.5
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.22 ,4.7
1,1,0,0,1,everyone,0,0,Simulation,0,1, 1.17 ,4.3
1,1,0,0,1,everyone,0,0,Sports,0,1, 0.13 ,4.2
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.55 ,4.2
1,0,0,0,0,12+,0,0,Adventure,0,0, 0.10 ,4.5
0,0,0,0,0,7+,0,0,Adventure,0,1, 0.93 ,3.7
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.99 ,4.6
1,1,0,0,0,16+,0,0,Casual,0,0, 0.85 ,3.8
1,1,0,0,0,everyone,0,0,Trivia,0,1, 0.05 ,4
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 1.14 ,4.6
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 4.18 ,4.1
1,1,0,0,1,no info,1,0,Role Playing,0,0, 0.69 ,2.5
1,1,0,0,0,12+,0,0,Action,0,1, 8.61 ,4.3
1,1,0,0,0,everyone,0,0,Racing,0,1, 1.91 ,4.3
1,1,0,0,1,everyone,0,0,Racing,0,0, 0.48 ,4.4
1,1,0,0,0,everyone,0,0,Simulation,0,0, 0.12 ,3
1,1,0,0,0,everyone,0,0,Simulation,0,0, 0.16 ,3.9
1,1,0,0,0,everyone,0,0,Racing,0,1, 1.64 ,4.5
1,1,0,0,0,everyone,0,0,Racing,0,1, 1.31 ,4.2
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.12 ,4.3
0,1,0,0,0,everyone,0,0,Racing,0,1, 0.88 ,4
1,1,0,0,0,everyone,0,0,Arcade,0,0, 0.55 ,4.1
1,1,0,0,1,everyone,0,0,Racing,0,0, 0.65 ,3.9
1,1,0,0,0,everyone,0,0,Music,0,0, 0.21 ,3.8
1,1,0,0,0,everyone,0,0,Lifestyle,0,1, 0.21 ,3.9
1,1,0,0,1,everyone,0,0,Simulation,0,1, 0.21 ,3.8
1,1,0,0,0,everyone,0,0,Arcade,0,1, 1.41 ,3.8
1,1,0,0,0,everyone,0,0,Racing,0,0, 0.49 ,4
1,1,0,0,0,7+,0,0,Simulation,0,0, 0.19 ,4
1,1,0,0,0,7+,0,0,Simulation,0,1, 0.37 ,3.6
1,1,0,0,0,12+,0,0,Casual,0,0, 0.47 ,4.3
1,1,0,0,0,12+,0,0,Racing,0,0, 0.73 ,4.2
1,1,0,0,0,12+,0,0,Adventure,0,0, 0.05 ,4.7
1,1,0,0,0,everyone,0,0,Simulation,0,0, 0.06 ,2.9
0,1,0,0,0,everyone,0,0,Racing,0,0, 0.01 ,4.2
1,1,0,0,0,everyone,0,0,Racing,0,1, 0.41 ,4.1
1,1,0,0,0,everyone,0,0,Simulation,0,1, 1.81 ,4.5
0,1,0,0,0,everyone,0,0,Racing,0,0, 0.17 ,4
1,1,0,0,0,everyone,0,0,Racing,0,0, 1.22 ,4.5
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.62 ,3.9
0,1,0,0,0,7+,0,0,Casual,0,1, 0.32 ,4.3
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.05 ,3.8
0,1,0,0,0,everyone,0,0,Racing,0,0, 0.03 ,4.1
0,1,0,0,0,everyone,0,0,Board,0,0, 0.05 ,4.1
0,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.45 ,4.3
0,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.94 ,4.5
1,1,0,0,1,everyone,0,0,Racing,0,0, 0.63 ,4
1,1,0,0,0,12+,0,0,Simulation,0,1, 0.63 ,4.6
1,1,0,0,0,7+,0,1,Role Playing,0,1, 0.24 ,4
1,1,0,0,0,7+,0,1,Action,0,1, 0.11 ,3.6
1,1,0,0,0,12+,0,0,Role Playing,0,1, 0.66 ,3.5
0,0,0,0,0,everyone,0,0,Action,0,1, 2.60 ,4.3
1,1,0,0,0,everyone,0,0,Adventure,1,1, 0.33 ,4.3
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.52 ,4.3
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.20 ,4.2
1,1,0,0,1,everyone,0,0,Action,0,0, 3.54 ,4.3
1,1,0,0,1,12+,0,0,Card,0,1, 0.38 ,4.3
1,1,0,0,0,7+,0,0,Simulation,0,1, 0.64 ,4.1
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.19 ,3.7
1,1,0,0,0,7+,0,0,Strategy,0,1, 0.14 ,3.9
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.89 ,4.2
0,0,0,0,1,everyone,0,0,Sports,0,0, 0.01 ,4.5
1,1,0,0,1,everyone,0,0,Puzzle,0,1, 0.15 ,4.5
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.27 ,4.3
1,1,0,0,0,everyone,0,0,Simulation,0,0, 0.41 ,4.4
1,1,0,0,1,7+,0,0,Puzzle,1,0, 4.31 ,4.2
1,1,0,0,1,everyone,0,0,Strategy,0,0, 0.03 ,4.2
1,1,0,0,1,7+,0,0,Strategy,0,1, 0.14 ,4.4
0,1,0,0,0,everyone,0,0,Arcade,0,0, 0.07 ,4
0,0,0,0,1,everyone,0,0,Arcade,0,1, 0.27 ,4.2
0,0,0,0,1,everyone,0,0,Puzzle,0,1, 0.02 ,4
1,1,0,0,0,everyone,0,0,Casual,0,0, 0.16 ,4.5
1,1,0,0,1,everyone,0,0,Simulation,0,0, 0.39 ,3.4
1,1,0,0,0,12+,0,0,Action,0,1, 0.19 ,4.3
0,0,0,0,1,everyone,0,0,Arcade,0,1, 0.04 ,3.7
0,1,0,0,0,everyone,0,0,Arcade,0,1, 0.17 ,4.1
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.33 ,3.9
0,0,0,0,1,12+,0,0,Adventure,0,0, 0.81 ,4.6
1,1,0,0,1,12+,0,0,Racing,0,1, 0.36 ,4
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.25 ,4.1
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.72 ,4
0,1,0,0,0,12+,0,0,Casual,1,1, 0.16 ,4.3
1,1,0,0,0,everyone,0,0,Action,0,0, 0.14 ,4.3
0,1,0,0,0,everyone,0,0,Simulation,0,0, 0.08 ,3.9
0,1,0,0,0,12+,0,0,Arcade,0,0, 0.42 ,4
1,1,0,0,0,everyone,0,0,Simulation,0,1, 1.28 ,4.2
1,1,0,0,0,everyone,0,0,Racing,0,0, 3.00 ,4.2
1,1,0,0,0,everyone,0,0,Arcade,0,1, 1.44 ,3.5
1,1,0,0,0,7+,0,0,Racing,0,1, 0.44 ,4.1
1,1,0,0,0,everyone,0,0,Racing,0,1, 1.76 ,4
1,1,0,0,0,everyone,0,0,Arcade,0,0, 0.13 ,4.2
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.04 ,4.5
0,1,0,0,0,16+,0,0,Simulation,0,1, 0.43 ,3.5
1,0,0,0,0,12+,0,0,Action,0,1, 0.03 ,3.6
1,1,0,0,0,12+,0,0,Simulation,0,0, 0.12 ,2.8
