appname,fancyname,company,purchases,ads,sharesinfo,shareslocation,unrestrictedinternet,usersinteract,game,age_rating,Parentalguidance,Downloads,categorygame,low_price_item,top_price_item,price,paidapp,rating,numberreviews,cleaned_numberReviews,Released,Last Updated,CompanyIsExperienced
com.tutotoons.app.jungleanimalhairsalon2.free,Jungle Animal Hair Salon 2 - Tropical Beauty Salon,tutotoons,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,educational,0.99,5.99,free,0.0,4.0,"18,172",18172,"Mar 29, 2017","Nov 10, 2020",True
com.kog.grandchaseglobal,GrandChase,"kog co., ltd.",1.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,role playing,0.89,89.99,no info available,0.0,3.5,"127,634",127634,"Nov 27, 2018","Nov 27, 2020",False
topebox.game.skydancer.premium,Sky Dancer Premium,topebox,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,adventure,0.99,19.99,0.99,1.0,3.8,"23,683",23683,"Oct 12, 2018","Aug 21, 2020",True
com.mobile.bizo.fiszki.es,Lingo Games - Learn Spanish,bizo mobile,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000.0,educational,2.59,2.59,free,0.0,4.1,"1,122",1122,"Jan 15, 2014","Jul 30, 2018",False
com.rsgapps.idle.city.builder.tycoon,Idle Island - City Building Tycoon,rsgapps - idle tycoon games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,strategy,2.09,104.99,free,0.0,4.4,"21,803",21803,"Apr 10, 2019","Aug 19, 2020",True
es.socialpoint.chefparadise,Tasty Town - Cooking & Restaurant Game,social point,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,casual,1.09,109.99,free,0.0,4.4,"53,518",53518,"Jan 29, 2019","Nov 04, 2020",True
com.tbs.vproject,Versus Fight: CCG BRAWL,trilobite soft,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,100000.0,action,1.09,119.99,free,0.0,4.0,"5,867",5867,"Oct 31, 2018","Jun 13, 2019",False
com.tigereyegames.wc3c,World Championship Billiards,tiger eye games,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,sports,0.91,90.54,free,0.0,4.1,"23,189",23189,"Sep 29, 2015","Jul 08, 2018",False
com.fumbgames.blacksmith,Blacksmith - Merge Idle RPG,fumb games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,1.99,10.99,free,0.0,4.1,"9,374",9374,"Feb 26, 2019","Sep 06, 2020",True
com.otherworld.Sisters,Sisters,otherworld interactive,0.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,adventure,,,free,0.0,3.8,"12,502",12502,"Sep 30, 2014","Jun 08, 2017",False
com.ViperGames.StickmanDismount,Stickman Dismounting,vipergames,0.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,simulation,,,free,0.0,4.3,"446,401",446401,"Aug 21, 2015","Jul 30, 2019",True
com.langqi.myshoppingmall,Design My Room,npol game,1.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,simulation,0.99,104.99,free,0.0,4.2,"39,975",39975,"Apr 10, 2018","Sep 30, 2020",True
com.zinkia.pocoyo.talkingpocoyo2,Talking Pocoyo 2,"zinkia entertainment, s.a.",1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,casual,1.19,99.99,free,0.0,3.9,"12,911",12911,"Sep 29, 2017","Sep 24, 2020",False
com.acoingames.Idle.drivein,Drive In! -  Idle Tapper Game,acoin games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,,,free,0.0,4.2,"5,857",5857,"Dec 5, 2018","Jul 01, 2019",True
evolution.music.tiles.challenge,Piano Magic Tiles Pop Music 2,great music games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,music,0.89,3.49,free,0.0,4.2,"23,865",23865,"Apr 28, 2018","Oct 24, 2020",False
com.noodlecake.ssg2,Super Stickman Golf 2,noodlecake studios inc,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,5000000.0,sports,1.49,14.93,free,0.0,4.3,"181,098",181098,"Mar 13, 2013","Jan 08, 2016",True
com.milliongames.extremetrucks2017,Truck Sim 2019,million games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,simulation,2.09,209.99,free,0.0,3.8,"5,664",5664,"Feb 12, 2017","Jul 21, 2020",True
com.twist.hit,Twist Hit!,saygames,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,casual,2.09,2.09,free,0.0,4.4,"570,752",570752,"Mar 26, 2019","Jul 16, 2020",True
com.voltage.joshige.tenka.en,Samurai Love Ballad: PARTY,"voltage, inc.",1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,500000.0,simulation,1.09,79.99,free,0.0,4.2,"11,092",11092,"Feb 8, 2016","Sep 08, 2020",True
com.feralinteractive.rometw,ROME: Total War,feral interactive,0.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000.0,strategy,,,10.99,1.0,4.5,"3,756",3756,"Dec 19, 2018","Jul 30, 2020",False
com.alienshooter.galaxy.attack2,Galaxy Invaders: Alien Shooter,onesoft,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,5000000.0,action,0.99,99.99,free,0.0,4.7,"39,621",39621,"Jan 11, 2019","Nov 13, 2020",True
com.ninjakiwi.sasza4,SAS: Zombie Assault 4,ninja kiwi,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,10000000.0,action,0.89,46.99,free,0.0,4.5,"348,837",348837,"Oct 17, 2014","Oct 28, 2016",True
com.varbroz.perfectturn,Perfect Turn!,saygames,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,puzzle,3.19,3.19,free,0.0,4.1,"28,855",28855,"May 3, 2019","Jul 15, 2020",True
air.com.RustyLake.RustyLakeRoots,Rusty Lake: Roots,rusty lake,0.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,adventure,,,3.59,1.0,4.8,"9,182",9182,"Oct 20, 2016","Sep 29, 2018",True
com.ucool.hero,Heroes Charge,ucool,1.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,10000000.0,role playing,1.09,109.99,free,0.0,4.3,"459,084",459084,"Aug 18, 2014","Nov 17, 2020",False
com.skateboard.skatejam,Tony Hawk's Skate Jam,maple media llc.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,sports,2.29,89.99,free,0.0,3.8,"5,386",5386,"Jan 31, 2019","Nov 04, 2020",True
com.metajoy.puzzlegame.dragnmerge,Drag n Merge: Block Puzzle,metajoy,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,puzzle,3.79,43.99,free,0.0,4.6,"42,157",42157,"Feb 28, 2019","Nov 28, 2020",True
com.xigmagames.thebonfireFL,The Bonfire: Forsaken Lands,fredbear games ltd,1.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,500000.0,strategy,3.99,3.99,free,0.0,3.9,"9,025",9025,"Jul 30, 2019","Jun 20, 2020",True
com.space.shooter.alien.galaxyattack,Space Shooter: Alien vs Galaxy Attack (Premium),onesoft,1.0,1.0,0.0,0.0,0.0,1.0,1,7+,0.0,500000.0,arcade,0.99,99.99,0.59 ,1.0,4.2,"7,305",7305,"Jun 17, 2019","Nov 25, 2020",True
com.survivalcrafting.airport.city.pilot.plane.craft.fly.simulator.flight.air.traffic.control.airline.commander.building.flying,Airport Craft: Fly Simulator Boys Craft Building,survival crafting & exploration adventure games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,adventure,,,free,0.0,3.9,"4,285",4285,"Nov 30, 2018","Oct 09, 2020",True
com.powerplaymanager.skijumpmania3,Ski Jump Mania 3,"powerplay manager, s.r.o.",1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,sports,1.09,224.99,free,0.0,4.3,"11,001",11001,"Dec 15, 2018","Oct 14, 2020",True
com.IMStudio.WOS,Wings of Steel,illusion magic studio,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,action,1.09,54.99,free,0.0,4.2,"22,331",22331,"Sep 28, 2018","Oct 27, 2018",True
com.clean.road,Clean Road,saygames,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,simulation,3.19,3.19,free,0.0,4.5,"745,739",745739,"Apr 6, 2019","Nov 23, 2020",True
com.freegame.idlefactoryinc,Idle Factory Inc.,gzfree game,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,casual,3.19,8.49,free,0.0,4.2,"2,761",2761,"May 8, 2019","Oct 21, 2020",True
com.slotslot.slot,NEW SLOTS 2020-free casino games & slot machines,three wishes slot machines game studio,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,casino,1.19,114.99,free,0.0,4.7,"182,953",182953,"Feb 2, 2017","Nov 18, 2020",False
com.kwalee.drawit,Draw it,kwalee ltd,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,arcade,2.29,19.99,free,0.0,4.3,"399,849",399849,"Mar 13, 2019","Nov 06, 2020",True
com.gjj.logtruckdriver3d,Log Truck Driver 3D,jansen games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,,,free,0.0,4.3,"6,426",6426,"Oct 19, 2015","Dec 13, 2016",True
com.explodingkittens.projectbombsquad,Exploding Kittens? - Official,exploding kittens,1.0,0.0,0.0,0.0,0.0,1.0,1,7+,0.0,100000.0,card,1.08,2.17,1.99,1.0,4.6,"36,149",36149,"Mar 29, 2016","Jul 16, 2019",False
se.raketspel.digaround,Dig it!,raketspel,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,puzzle,0.99,9.99,free,0.0,4.3,"94,036",94036,"Jul 4, 2019","Nov 20, 2020",True
com.tribeplay.pandaairport,Dr. Panda Airport,dr. panda,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,educational,,,4.49,1.0,4.3,"1,779",1779,"Aug 7, 2013","Apr 10, 2019",True
com.tapblaze.homecraft,Homecraft - Home Design Game,tapblaze,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,1.09,104.99,free,0.0,4.4,"22,085",22085,"Nov 16, 2018","Nov 18, 2020",True
com.sportgames.shooting.archery.free,Archery,gameone,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,2.19,109.99,free,0.0,4.0,"49,409",49409,"Nov 4, 2016","Jul 22, 2020",True
block.puzzle.hexa.tetris.block.blast.blockpuzzle,Block Puzzle - All in one,big cat studio - we make brain games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,board,,,free,0.0,4.6,"1,379",1379,"Dec 29, 2017","Sep 14, 2020",True
com.genius.robot,My Robot Girlfriend: Romance You Choose,genius inc,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,simulation,1.89,41.99,free,0.0,4.4,"3,026",3026,"Dec 6, 2018","Mar 13, 2020",False
com.timuzgames.fpsbattle,FPS Battle 2019,timuz games,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,5000000.0,action,2.09,134.99,free,0.0,3.6,"28,194",28194,"Apr 4, 2019","Jul 30, 2020",True
gosoft.allcountriesprosimulatorsecond,President Simulator,oxiwyle,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000.0,strategy,0.59,114.99,1.19,1.0,3.3,"1,358",1358,"May 25, 2017","Jul 12, 2019",True
com.ezjoynetwork.birdparadise,Bird Paradise,ezjoy,1.0,1.0,1.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,casual,1.06,21.45,free,0.0,4.5,"14,816",14816,"Jun 16, 2015","Mar 16, 2018",True
com.ratrodstudio.mikevskatepartylite,Mike V: Skateboard Party,maple media llc.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,1.19,16.99,free,0.0,4.5,"330,17",33017,"Nov 17, 2012","Jul 02, 2020",True
com.realore.FarmUp,Jane?s Farm: farming game - grow fruit & plants,qumaron,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,simulation,0.99,89.99,free,0.0,4.0,"48,037",48037,"Apr 18, 2013","Oct 30, 2020",True
games.wfs.anothereden,ANOTHER EDEN,"wfs, inc.",1.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,role playing,,,no info available,0.0,4.6,"82,717",82717,"Jan 26, 2019","Nov 20, 2020",False
jp.co.hit_point.tabikaeru,<U+65C5><U+304B><U+3048><U+308B>,"hit-point co.,ltd.",1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,0.89,3.69,free,0.0,4.3,"54,354",54354,"Nov 22, 2017","Jul 31, 2020",True
air.com.gaetanoconsiglio.EscapePrison,Escape the prison: free adventure game,rabbit bay games,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,10000000.0,puzzle,4.79,4.79,free,0.0,4.0,"195,453",195453,"Sep 18, 2016","Nov 25, 2020",False
unity.Annapurna.Gorogoa,Gorogoa,annapurna interactive,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000.0,puzzle,,,4.29,1.0,4.7,"1,605",1605,"Jun 19, 2018","Jul 18, 2020",True
com.huuuge.jomhd,Free Slots Casino - Adventures,huuuge global,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,casino,1.09,314.99,free,0.0,4.8,"114,04",11404,"Feb 26, 2015","Sep 24, 2020",True
com.playstack.rescuewings,Rescue Wings!,playstack,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,arcade,1.09,16.99,free,0.0,4.4,"9,782",9782,"Jun 26, 2019","Jul 30, 2020",True
air.com.RustyLake.CubeEscapeArles,Cube Escape: Arles,rusty lake,0.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,puzzle,,,free,0.0,4.7,"25,871",25871,"Jun 5, 2015","Oct 23, 2020",True
com.loadcomplete.fishercat,The Fishercat,loadcomplete,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,1.09,54.99,free,0.0,4.6,"54,401",54401,"Jan 3, 2018","Nov 06, 2020",True
com.luckykat.curehunters,Cure Hunters,lucky kat studios,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,500000.0,action,1.99,11.99,free,0.0,4.0,"6,649",6649,"Mar 20, 2019","May 01, 2019",True
ru.iamtagir.tla4,That Level Again 4,iamtagir,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,500000.0,puzzle,1.89,10.99,free,0.0,4.6,"21,457",21457,"Dec 22, 2018","Jan 05, 2019",True
com.bistudio.atdemo,Arma Tactics Demo,bohemia interactive a.s.,0.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,1000000.0,strategy,,,free,0.0,4.0,"25,482",25482,"Nov 19, 2013","Sep 12, 2016",False
com.MindBlossom.WorldTreeVIP,The Celestial Tree VIP,mind blossom,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,simulation,2.79,84.99,0.89,1.0,3.9,"3,753",3753,"Oct 22, 2018","Oct 12, 2020",False
com.rovio.angrybirdstransformers,Angry Birds Transformers,rovio entertainment corporation,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,arcade,0.99,99.99,free,0.0,4.6,"1,788,082",1788082,"Oct 30, 2014","Nov 23, 2020",True
com.FoxieGames.HorseRidingTales,Horse Riding Tales - Ride With Friends,foxie ventures,1.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,casual,2.69,119.99,free,0.0,4.2,"45,343",45343,"Dec 20, 2018","Nov 19, 2020",True
com.oppanagames.car.simulator,Car Simulator 2,oppana games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,simulation,0.99,164.99,free,0.0,4.3,"137,202",137202,"Feb 26, 2019","Sep 01, 2020",True
com.pickle.PoliceCarDrivingMotorbikeRiding,Police Car Driving - Motorbike Riding,game pickle,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,1000000.0,simulation,1.09,104.99,free,0.0,4.0,"8,669",8669,"May 31, 2018","Oct 26, 2020",True
com.daygames.never.have.i.ever,Never Have I Ever: Dirty,daygames,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,100000.0,casual,0.99,3.49,free,0.0,4.2,"2,316",2316,"Feb 24, 2017","Jun 23, 2020",False
com.gamemavericks.diggersimulator,Construction Digger Simulator,game mavericks,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,simulation,,,free,0.0,3.9,"1,948",1948,"Feb 2, 2017","Jul 23, 2020",True
pampam.ibf2,Bottle Flip 3D,tastypill,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000000.0,casual,3.19,6.49,free,0.0,3.9,"155,631",155631,"Apr 23, 2019","Nov 19, 2020",True
com.mpmaker.GoldMountain,Gold Mountain,mpmaker,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,casual,0.90,0.90,free,0.0,4.1,"16,661",16661,"Sep 15, 2014","Aug 31, 2020",False
com.MobimiGames.CarSimulator2018,Car Simulator 2018,mobimi games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,racing,0.99,0.99,free,0.0,4.0,"18,209",18209,"Mar 2, 2018","Nov 25, 2020",True
com.ludia.dnd,Warriors of Waterdeep,ludia inc.,1.0,0.0,0.0,0.0,0.0,0.0,1,16+,0.0,500000.0,role playing,2.29,114.99,free,0.0,4.1,"69,497",69497,"May 28, 2019","Nov 02, 2020",True
com.mss.casino.dozer.coin.pusher.google,Casino Vegas Coin Party Dozer,mindstorm studios,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,casino,1.09,54.99,free,0.0,4.5,"27,79",2779,"Aug 31, 2016","Jan 21, 2020",True
com.flybirdgames.cookinghot,Cooking Hot - Craze Restaurant Chef Cooking Games,flybird casual games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,strategy,1.09,104.99,free,0.0,4.7,"59,115",59115,"Jan 29, 2019","Nov 18, 2020",False
com.easybrain.chamy,Chamy - Color by Number,easybrain,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,4.99,29.99,free,0.0,4.5,"160,218",160218,"Dec 28, 2018","Oct 05, 2020",True
com.mohicanlab.zooisland,Zoo Island: Exotic Garden,whaleapp partners,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,500000.0,casual,0.99,99.99,free,0.0,4.6,"9,559",9559,"Oct 25, 2018","May 15, 2019",False
ru.iamtagir.thatlevelagain2.android,That level again 2,iamtagir,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,5000000.0,puzzle,2.15,2.15,free,0.0,4.7,"209,716",209716,"Jun 9, 2015","Sep 07, 2020",True
com.color.by.number.paint.ly.pixel.art,Paint.ly Color by Number - Fun Coloring Art Book,pinso marketing limited,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,casual,5.49,54.99,free,0.0,4.3,"142,001",142001,"Dec 20, 2018","Oct 21, 2020",True
com.g5e.virtualcitysb,Virtual City Playground: Building Tycoon,g5 entertainment,1.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,5000000.0,strategy,1.09,109.99,free,0.0,4.4,"378,325",378325,"Oct 20, 2011","May 29, 2018",True
com.ghs.top.speed.superhero.games,Light Speed hero: Crime Simulator: superhero games,game hippo studio,0.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,1000000.0,action,,,free,0.0,3.9,"1,561",1561,"Feb 20, 2019","Aug 18, 2020",False
com.mobirix.zumaking2,Marble Mission,mobirix,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,5000000.0,puzzle,2.99,99.99,free,0.0,4.3,"40,703",40703,"Jul 9, 2018","Nov 16, 2020",True
com.bestgame.theimpossiblequiznew,The Impossible Quiz - Genius & Tricky Trivia Game,appissimo eu,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,trivia,1.19,5.99,free,0.0,3.9,"22,552",22552,"Nov 20, 2017","Dec 11, 2019",False
com.js.ludo,Ludo Neo-Classic : King of the Dice Game 2019,neoclassic tech pvt. ltd.,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,board,,,free,0.0,4.1,"81,295",81295,"Nov 1, 2015","Jul 01, 2020",False
com.fastsoft.bubblebreaker,Bubble Breaker,andream,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,puzzle,,,free,0.0,4.2,"20,846",20846,"Aug 3, 2012","Sep 11, 2020",True
com.gamsify.anagrappfp,AnagrApp - Brain Training with words : Brain games,gamsify,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,word,1.09,14.99,free,0.0,4.5,"8,624",8624,"Feb 17, 2016","Jan 23, 2020",False
com.belkatechnologies.hh,Happy Home - Design & Decor,belka games,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.99,99.99,free,0.0,4.3,"10,232",10232,"Mar 29, 2019","Nov 01, 2019",True
com.electricpunch.epicgamemaker,Epic Game Maker - Create and Share Your Levels!,electricpunch sandbox games,1.0,1.0,0.0,0.0,0.0,1.0,1,18+,0.0,100000.0,arcade,0.89,1.99,free,0.0,4.1,"5,081",5081,"Jul 7, 2018","Oct 19, 2020",False
com.solou.catendless.run,Cat Runner: Decorate Home,ivy,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,50000000.0,role playing,0.99,20.99,free,0.0,4.2,"129,633",129633,"Nov 3, 2017","Nov 25, 2020",True
com.pixowl.thesandbox.android,The Sandbox: Craft Play Share,pixowl inc.,1.0,1.0,1.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,simulation,1.09,23.99,free,0.0,4.0,"338,391",338391,"Feb 18, 2013","Nov 01, 2016",True
com.mobirix.gd,Ground Driller,mobirix,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,simulation,2.99,49.99,free,0.0,4.3,"26,492",26492,"Jan 21, 2019","Oct 26, 2020",True
com.jakyl.sscfree,Super Soccer Champs FREE,jakyl,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,1.49,2.99,free,0.0,4.3,"106,935",106935,"Jun 24, 2014","Mar 20, 2017",False
com.gamehouse.deliciousdinercooking,Delicious World  <U+2764><U+FE0F><U+23F0><U+0001F355> A New Cooking Game <U+0001F355><U+23F0><U+2764><U+FE0F>,gamehouse,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,1.99,104.99,free,0.0,4.5,"48,498",48498,"Jun 19, 2019","Nov 24, 2020",True
br.com.tapps.penguinevolution,Penguin Evolution - <U+0001F427> Cute Sea Bird Making Game,tapps games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,2.29,59.99,free,0.0,4.7,"17,839",17839,"Sep 2, 2016","Aug 21, 2020",True
com.clockey.skimaster,Snowboard Master 3D,doodle mobile ltd.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,1.99,109.99,free,0.0,4.2,"54,456",54456,"Apr 18, 2017","Aug 28, 2020",True
com.fundoshiparade.bokukoro3jp,Just Kill Me 3,<u+3075><u+3093><u+3069><u+3057><u+30d1><u+30ec><u+30fc><u+30c9>,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,role playing,1.09,104.99,free,0.0,4.3,"44,681",44681,"Nov 29, 2016","Nov 13, 2020",False
age.of.civilizations.europe.jakowski,Age of Civilizations Europe,lukasz jakowski,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000.0,strategy,,,1.79,1.0,4.1,"4,263",4263,"Oct 28, 2014","Nov 02, 2020",True
com.thirdwire.sfs_gp,Strike Fighters Modern Combat,third wire productions,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,100000.0,simulation,4.29,5.49,free,0.0,4.1,"3,679",3679,"Mar 15, 2017","Nov 27, 2020",False
com.naquatic.civclicker,CivCrafter,naquatic llc,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000.0,strategy,1.14,115.48,free,0.0,4.3,"62,717",62717,"Apr 3, 2015","Jul 24, 2020",True
br.com.serissa.iblacksmith,Blacksmith - Idle blacksmith,serissa solutions,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,casual,1.99,1.99,free,0.0,4.1,"9,131",9131,"Jan 6, 2015","Sep 07, 2016",False
com.tutotoons.app.kikififipetfriends.free,Kiki & Fifi Pet Friends - Virtual Cat & Dog Care,tutotoons,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,educational,1.99,4.99,free,0.0,4.2,"12,234",12234,"Feb 15, 2017","Nov 13, 2020",True
com.revampedpro.theslimekingtower,The Slimeking's Tower,revampedpro,0.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,action,,,free,0.0,3.8,"7,389",7389,"Sep 17, 2015","May 25, 2018",False
com.funsimgames.island.is.home.survival.game,Island Is Home Survival Simulator Game,fun simulator games,0.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,500000.0,adventure,,,free,0.0,3.3,"4,963",4963,"Nov 14, 2018","Jan 30, 2020",False
com.YovoGames.carwash,Car Wash,y-groupgames,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,5.99,5.99,free,0.0,3.9,"7,032",7032,"Jan 4, 2016","Nov 26, 2020",False
com.ubisoft.mightyquest,The Mighty Quest for Epic Loot,ubisoft entertainment,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,1000000.0,role playing,1.09,109.99,free,0.0,4.3,"89,916",89916,"Jul 9, 2019","Nov 17, 2020",True
com.pinpinteam.basketorbit,BasketBall Orbit,pinpin team,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,sports,1.99,99.99,free,0.0,4.0,"1,825",1825,"Dec 11, 2018","Jul 10, 2020",True
com.serejadexxx.ballsRotate,Balls Rotate,voodoo,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,arcade,3.59,3.59,free,0.0,3.9,"31,825",31825,"Apr 24, 2019","Aug 03, 2019",True
com.pixelfederation.ts2,Train Station 2: Real Train Tycoon Simulator,pixel federation games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,strategy,0.99,99.99,free,0.0,4.3,"33,689",33689,"Apr 11, 2019","Nov 27, 2020",True
com.egg.foodandroid,Food Fantasy,elex,1.0,0.0,0.0,0.0,0.0,1.0,1,7+,0.0,1000000.0,role playing,0.59,109.99,free,0.0,4.1,"35,897",35897,"Jul 20, 2018","Sep 18, 2020",True
ws.openarena.sdl,OpenArena,pelya,0.0,0.0,0.0,0.0,0.0,1.0,1,18+,0.0,100000.0,action,,,free,0.0,4.1,"2,973",2973,"Dec 15, 2012","Jul 03, 2016",True
com.Darkeye.V3ck,V3CK: logic brain teaser,dark eye,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000.0,puzzle,0.79,2.41,free,0.0,4.6,"2,582",2582,"May 28, 2015","Aug 31, 2017",False
